date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2016-06-15,30,19,0.0,14.5,6,71,03:56 PM,02:42 AM,05:37 AM,08:08 PM,-0,22,22,22,34,1,23,0.0,1010,30,10,253,24,california
2016-06-16,25,18,0.0,14.5,6,79,04:50 PM,03:16 AM,05:38 AM,08:08 PM,-0,22,22,22,35,1,25,0.0,1012,25,10,263,22,california
2016-06-17,31,14,0.0,14.5,7,86,05:44 PM,03:52 AM,05:38 AM,08:09 PM,1,22,22,23,28,1,24,0.0,1015,31,10,247,19,california
2016-06-18,33,17,0.0,14.5,7,94,06:38 PM,04:31 AM,05:38 AM,08:09 PM,1,24,24,25,24,5,24,0.0,1016,33,10,267,16,california
2016-06-19,38,19,0.0,14.5,8,100,07:31 PM,05:15 AM,05:38 AM,08:09 PM,-1,28,28,29,21,7,16,0.0,1015,38,10,255,12,california
2016-06-20,40,23,0.0,14.5,9,100,08:22 PM,06:02 AM,05:38 AM,08:09 PM,1,31,31,32,25,1,14,0.0,1013,40,10,277,16,california
2016-06-21,39,24,0.0,14.5,9,84,09:11 PM,06:54 AM,05:38 AM,08:10 PM,0,30,30,32,36,8,14,0.0,1013,39,10,279,25,california
2016-06-22,37,23,0.0,14.5,8,76,09:57 PM,07:50 AM,05:39 AM,08:10 PM,-2,29,29,30,42,7,13,0.0,1011,37,10,273,29,california
2016-06-23,37,21,0.0,14.5,8,69,10:39 PM,08:49 AM,05:39 AM,08:10 PM,-5,28,28,29,42,0,12,0.0,1012,37,10,287,29,california
2016-06-24,35,20,0.0,14.5,8,61,11:20 PM,09:50 AM,05:39 AM,08:10 PM,-2,26,26,28,42,0,16,0.0,1011,35,10,289,30,california
2016-06-25,38,19,0.0,14.5,8,54,11:58 PM,10:52 AM,05:40 AM,08:10 PM,-0,28,28,29,23,0,18,0.0,1011,38,10,236,14,california
2016-06-26,40,22,0.0,14.5,8,46,No moonrise,11:56 AM,05:40 AM,08:10 PM,-2,30,30,31,24,0,13,0.0,1012,40,10,250,15,california
2016-06-27,40,25,0.0,14.5,9,38,12:35 AM,01:00 PM,05:40 AM,08:10 PM,-0,31,31,33,24,4,12,0.0,1013,40,10,272,16,california
2016-06-28,38,25,0.0,14.5,7,31,01:13 AM,02:05 PM,05:41 AM,08:10 PM,4,30,30,32,20,19,18,1.0,1013,38,10,281,13,california
2016-06-29,39,25,0.0,14.5,8,23,01:53 AM,03:12 PM,05:41 AM,08:10 PM,5,31,31,32,23,4,20,0.1,1011,39,10,283,15,california
2016-06-30,38,24,0.0,14.5,8,16,02:35 AM,04:18 PM,05:41 AM,08:10 PM,-0,30,30,31,20,0,14,0.0,1010,38,10,240,14,california
2016-07-01,36,22,0.0,14.5,8,15,03:21 AM,05:25 PM,05:42 AM,08:10 PM,9,28,28,29,15,2,28,0.0,1010,36,10,209,12,california
2016-07-02,36,21,0.0,14.5,8,8,04:12 AM,06:29 PM,05:42 AM,08:10 PM,5,27,27,28,16,0,27,0.0,1013,36,10,214,11,california
2016-07-03,35,20,0.0,14.5,8,1,05:07 AM,07:29 PM,05:43 AM,08:10 PM,1,27,27,28,25,0,20,0.0,1014,35,10,243,17,california
2016-07-04,35,19,0.0,14.5,8,0,06:06 AM,08:23 PM,05:43 AM,08:10 PM,3,27,27,27,28,0,23,0.0,1014,35,10,247,20,california
2016-07-05,35,19,0.0,14.5,8,0,07:07 AM,09:11 PM,05:44 AM,08:10 PM,1,26,26,27,34,0,21,0.0,1012,35,10,260,25,california
2016-07-06,35,19,0.0,14.5,7,6,08:09 AM,09:54 PM,05:44 AM,08:09 PM,4,26,26,27,36,0,25,0.0,1011,35,10,259,27,california
2016-07-07,34,18,0.0,14.5,7,14,09:09 AM,10:32 PM,05:45 AM,08:09 PM,5,26,26,26,30,0,27,0.0,1011,34,10,255,22,california
2016-07-08,35,19,0.0,14.5,8,21,10:07 AM,11:07 PM,05:45 AM,08:09 PM,5,26,26,27,31,2,27,0.0,1012,35,10,254,22,california
2016-07-09,33,19,0.0,13.4,6,28,11:04 AM,11:40 PM,05:46 AM,08:09 PM,6,26,26,27,33,24,29,0.0,1014,33,10,267,24,california
2016-07-10,30,18,0.0,14.5,7,35,11:59 AM,No moonset,05:47 AM,08:08 PM,2,24,24,24,38,0,25,0.0,1011,30,10,270,28,california
2016-07-11,34,16,0.0,14.5,7,43,12:53 PM,12:11 AM,05:47 AM,08:08 PM,-4,23,23,25,22,0,17,0.0,1010,34,10,268,15,california
2016-07-12,34,18,0.0,14.5,7,50,01:47 PM,12:43 AM,05:48 AM,08:07 PM,-2,25,25,26,28,0,18,0.0,1011,34,10,268,20,california
2016-07-13,37,19,0.0,14.5,8,57,02:41 PM,01:16 AM,05:48 AM,08:07 PM,-3,27,27,28,21,0,14,0.0,1013,37,10,253,13,california
2016-07-14,38,21,0.0,14.5,8,65,03:35 PM,01:51 AM,05:49 AM,08:07 PM,-1,28,28,30,26,0,15,0.0,1013,38,10,256,17,california
2016-07-15,37,22,0.0,14.5,8,72,04:29 PM,02:28 AM,05:50 AM,08:06 PM,4,29,29,30,34,0,21,0.0,1011,37,10,255,23,california
2016-07-16,36,22,0.0,14.5,8,79,05:23 PM,03:10 AM,05:50 AM,08:06 PM,3,28,28,29,35,1,21,0.0,1010,36,10,247,24,california
2016-07-17,36,20,0.0,14.5,8,86,06:15 PM,03:55 AM,05:51 AM,08:05 PM,2,28,28,29,30,0,20,0.0,1011,36,10,248,21,california
2016-07-18,35,21,0.0,12.3,7,94,07:05 PM,04:46 AM,05:52 AM,08:05 PM,3,27,27,28,22,24,23,0.2,1012,35,10,259,14,california
2016-07-19,36,22,0.0,13.4,7,100,07:53 PM,05:41 AM,05:52 AM,08:04 PM,4,28,28,28,21,16,25,0.0,1012,36,10,239,14,california
2016-07-20,34,22,0.0,14.5,7,100,08:37 PM,06:39 AM,05:53 AM,08:04 PM,6,27,27,27,21,8,29,0.0,1012,34,10,236,14,california
2016-07-21,34,21,0.0,14.5,8,85,09:20 PM,07:41 AM,05:54 AM,08:03 PM,5,27,27,27,22,5,28,0.0,1012,34,10,244,15,california
2016-07-22,34,21,0.0,12.3,7,77,09:59 PM,08:44 AM,05:54 AM,08:02 PM,5,27,27,27,23,24,28,0.3,1012,34,10,253,16,california
2016-07-23,35,22,0.0,13.4,7,70,10:37 PM,09:49 AM,05:55 AM,08:02 PM,5,27,27,28,24,13,26,0.0,1012,35,10,256,16,california
2016-07-24,36,21,0.0,13.4,7,63,11:16 PM,10:53 AM,05:56 AM,08:01 PM,3,28,28,28,25,12,22,0.0,1012,36,10,259,17,california
2016-07-25,35,22,0.0,12.3,7,55,11:54 PM,11:58 AM,05:56 AM,08:00 PM,2,27,27,28,24,24,21,0.0,1012,35,10,257,16,california
2016-07-26,35,22,0.0,12.2,7,48,No moonrise,01:03 PM,05:57 AM,07:59 PM,3,27,27,28,24,23,22,0.2,1012,35,10,249,16,california
2016-07-27,39,27,0.0,14.0,8,41,12:34 AM,02:09 PM,05:58 AM,07:59 PM,5,30,30,31,35,2,20,0.0,1011,39,10,260,23,california
2016-07-28,41,26,0.0,14.0,9,34,01:18 AM,03:14 PM,05:59 AM,07:58 PM,4,32,32,33,23,2,16,0.0,1011,41,10,267,14,california
2016-07-29,41,26,0.0,14.0,9,26,02:06 AM,04:17 PM,05:59 AM,07:57 PM,3,33,33,34,24,9,15,0.0,1009,41,10,262,16,california
2016-07-30,39,26,0.0,13.6,8,19,02:58 AM,05:17 PM,06:00 AM,07:56 PM,9,31,31,32,28,5,24,0.0,1009,39,10,249,20,california
2016-07-31,37,24,0.0,11.6,8,15,03:54 AM,06:12 PM,06:01 AM,07:55 PM,9,30,30,30,27,0,28,0.0,1010,37,10,255,20,california
2016-08-01,37,23,0.0,11.6,8,5,04:53 AM,07:03 PM,06:02 AM,07:55 PM,10,29,29,30,25,0,31,0.0,1012,37,10,260,18,california
2016-08-02,38,23,0.0,11.6,8,0,05:54 AM,07:48 PM,06:02 AM,07:54 PM,7,29,29,30,23,0,25,0.0,1013,38,10,260,16,california
2016-08-03,37,23,0.0,11.6,8,0,06:54 AM,08:28 PM,06:03 AM,07:53 PM,5,29,29,30,25,1,22,0.0,1012,37,10,257,17,california
2016-08-04,37,23,0.0,11.6,8,2,07:54 AM,09:05 PM,06:04 AM,07:52 PM,3,28,28,29,20,13,19,0.0,1010,37,10,248,14,california
2016-08-05,35,22,0.0,11.6,8,10,08:52 AM,09:39 PM,06:05 AM,07:51 PM,2,27,27,28,27,0,19,0.0,1009,35,10,258,18,california
2016-08-06,35,19,0.0,11.6,7,17,09:48 AM,10:11 PM,06:05 AM,07:50 PM,1,26,26,27,25,0,22,0.0,1009,35,10,257,16,california
2016-08-07,35,19,0.0,11.6,8,24,10:43 AM,10:43 PM,06:06 AM,07:49 PM,-1,26,26,27,29,0,19,0.0,1008,35,10,269,19,california
2016-08-08,35,18,0.0,11.6,8,32,11:37 AM,11:15 PM,06:07 AM,07:48 PM,-4,26,26,27,29,0,14,0.0,1008,35,10,262,19,california
2016-08-09,34,19,0.0,11.6,7,39,12:31 PM,11:49 PM,06:08 AM,07:47 PM,-1,25,25,26,31,0,18,0.0,1008,34,10,249,21,california
2016-08-10,33,18,0.0,11.6,7,46,01:25 PM,No moonset,06:08 AM,07:46 PM,2,25,25,26,26,0,25,0.0,1011,33,10,240,18,california
2016-08-11,35,18,0.0,11.6,7,53,02:18 PM,12:25 AM,06:09 AM,07:45 PM,1,25,25,26,20,0,24,0.0,1014,35,10,239,12,california
2016-08-12,36,21,0.0,11.6,8,61,03:12 PM,01:05 AM,06:10 AM,07:43 PM,6,28,28,29,21,2,25,0.0,1014,36,10,258,13,california
2016-08-13,38,23,0.0,11.6,8,68,04:04 PM,01:48 AM,06:11 AM,07:42 PM,5,30,30,31,21,0,22,0.0,1013,38,10,265,12,california
2016-08-14,39,24,0.0,11.6,8,75,04:55 PM,02:36 AM,06:11 AM,07:41 PM,4,30,30,31,30,0,19,0.0,1011,39,10,263,19,california
2016-08-15,37,23,0.0,11.6,8,82,05:44 PM,03:29 AM,06:12 AM,07:40 PM,-2,29,29,30,32,0,15,0.0,1011,37,10,257,21,california
2016-08-16,37,21,0.0,11.6,8,90,06:30 PM,04:26 AM,06:13 AM,07:39 PM,-5,28,28,29,29,0,13,0.0,1011,37,10,250,18,california
2016-08-17,36,20,0.0,11.6,8,97,07:15 PM,05:27 AM,06:14 AM,07:38 PM,-8,27,27,28,23,0,10,0.0,1010,36,10,245,14,california
2016-08-18,35,19,0.0,11.6,8,100,07:56 PM,06:30 AM,06:14 AM,07:36 PM,-5,26,26,27,22,0,13,0.0,1011,35,10,237,14,california
2016-08-19,34,21,0.0,11.6,8,88,08:36 PM,07:36 AM,06:15 AM,07:35 PM,-2,27,27,28,24,1,14,0.0,1012,34,10,249,15,california
2016-08-20,35,22,0.0,11.6,8,81,09:15 PM,08:42 AM,06:16 AM,07:34 PM,6,28,28,29,32,9,25,0.1,1011,35,10,262,21,california
2016-08-21,34,21,0.0,11.6,8,74,09:54 PM,09:49 AM,06:17 AM,07:33 PM,6,27,27,28,32,5,26,0.4,1011,34,10,262,22,california
2016-08-22,33,20,0.0,11.6,7,67,10:35 PM,10:55 AM,06:17 AM,07:31 PM,7,26,26,27,29,4,29,0.3,1012,33,10,258,20,california
2016-08-23,35,20,0.0,11.6,7,59,11:18 PM,12:02 PM,06:18 AM,07:30 PM,4,26,26,27,24,2,25,0.0,1015,35,10,275,16,california
2016-08-24,34,20,0.0,11.6,7,52,No moonrise,01:07 PM,06:19 AM,07:29 PM,3,26,26,27,27,0,22,0.0,1015,34,10,271,17,california
2016-08-25,32,20,0.0,11.6,7,45,12:04 AM,02:10 PM,06:20 AM,07:28 PM,2,25,25,26,32,0,23,0.0,1011,32,10,257,21,california
2016-08-26,32,19,0.0,11.6,7,38,12:54 AM,03:11 PM,06:20 AM,07:26 PM,5,25,25,25,22,0,29,0.0,1012,32,10,244,15,california
2016-08-27,32,19,0.0,11.6,7,30,01:48 AM,04:07 PM,06:21 AM,07:25 PM,3,24,24,25,16,0,26,0.0,1014,32,10,217,10,california
2016-08-28,35,20,0.0,11.6,8,23,02:45 AM,04:58 PM,06:22 AM,07:24 PM,6,27,27,27,23,0,28,0.0,1015,35,10,278,14,california
2016-08-29,37,21,0.0,11.6,8,16,03:44 AM,05:44 PM,06:23 AM,07:22 PM,3,28,28,29,25,0,21,0.0,1014,37,10,279,14,california
2016-08-30,34,23,0.0,11.6,7,8,04:43 AM,06:25 PM,06:23 AM,07:21 PM,3,26,26,27,26,1,21,0.0,1012,34,10,292,14,california
2016-08-31,35,23,0.0,11.6,7,5,05:43 AM,07:03 PM,06:24 AM,07:19 PM,1,26,26,27,30,0,19,0.0,1010,35,10,262,18,california
2016-09-01,34,20,0.0,11.6,7,0,06:40 AM,07:38 PM,06:25 AM,07:18 PM,-1,26,26,27,27,0,18,0.0,1011,34,10,255,17,california
2016-09-02,33,19,0.0,11.6,7,0,07:38 AM,08:10 PM,06:25 AM,07:17 PM,1,25,25,26,29,0,22,0.0,1010,33,10,252,19,california
2016-09-03,31,18,0.0,11.6,7,6,08:33 AM,08:42 PM,06:26 AM,07:15 PM,4,23,23,24,33,0,29,0.0,1008,31,10,252,23,california
2016-09-04,27,15,0.0,11.6,6,14,09:28 AM,09:15 PM,06:27 AM,07:14 PM,-2,20,20,21,38,4,26,0.0,1007,27,10,261,28,california
2016-09-05,28,13,0.0,11.6,6,21,10:22 AM,09:48 PM,06:28 AM,07:12 PM,-1,20,20,20,19,6,26,0.0,1008,28,10,253,11,california
2016-09-06,32,16,0.0,11.6,7,29,11:16 AM,10:23 PM,06:28 AM,07:11 PM,-2,23,23,24,19,0,21,0.0,1010,32,10,218,11,california
2016-09-07,34,18,0.0,11.6,7,36,12:09 PM,11:00 PM,06:29 AM,07:10 PM,-0,25,25,26,22,0,21,0.0,1013,34,10,257,15,california
2016-09-08,33,18,0.0,11.6,7,44,01:02 PM,11:42 PM,06:30 AM,07:08 PM,4,25,25,26,25,0,27,0.0,1015,33,10,253,15,california
2016-09-09,34,20,0.0,11.6,7,51,01:54 PM,No moonset,06:31 AM,07:07 PM,2,26,26,27,21,0,22,0.0,1015,34,10,238,12,california
2016-09-10,34,21,0.0,11.6,8,59,02:45 PM,12:26 AM,06:31 AM,07:05 PM,4,27,27,27,28,1,24,0.0,1016,34,10,256,17,california
2016-09-11,32,20,0.0,11.6,7,66,03:34 PM,01:16 AM,06:32 AM,07:04 PM,5,25,25,26,34,0,28,0.0,1015,32,10,251,23,california
2016-09-12,30,18,0.0,11.6,7,74,04:21 PM,02:10 AM,06:33 AM,07:02 PM,5,23,23,23,39,0,32,0.0,1010,30,10,251,28,california
2016-09-13,21,13,0.0,11.6,5,82,05:06 PM,03:09 AM,06:34 AM,07:01 PM,3,16,17,16,36,2,43,0.0,1012,21,10,244,27,california
2016-09-14,26,9,0.0,11.6,6,89,05:48 PM,04:11 AM,06:34 AM,06:59 PM,-3,17,17,17,14,0,29,0.0,1016,26,10,203,8,california
2016-09-15,28,14,0.0,11.6,6,97,06:29 PM,05:16 AM,06:35 AM,06:58 PM,-1,20,20,21,18,0,28,0.0,1015,28,10,213,11,california
2016-09-16,31,16,0.0,11.6,7,100,07:09 PM,06:23 AM,06:36 AM,06:56 PM,1,22,22,23,20,0,27,0.0,1013,31,10,212,12,california
2016-09-17,33,18,0.0,11.6,7,88,07:50 PM,07:31 AM,06:36 AM,06:55 PM,-4,24,24,25,22,0,17,0.0,1014,33,10,215,13,california
2016-09-18,34,19,0.0,11.6,7,81,08:31 PM,08:40 AM,06:37 AM,06:54 PM,-6,26,26,27,19,0,13,0.0,1014,34,10,252,10,california
2016-09-19,35,21,0.0,11.6,8,73,09:14 PM,09:49 AM,06:38 AM,06:52 PM,-1,27,27,28,25,11,17,0.0,1014,35,10,263,16,california
2016-09-20,31,20,0.0,11.6,7,66,10:01 PM,10:57 AM,06:39 AM,06:51 PM,10,25,25,25,12,9,41,0.0,1014,31,10,194,8,california
2016-09-21,30,18,0.0,11.6,7,58,10:50 PM,12:03 PM,06:39 AM,06:49 PM,7,23,23,24,19,6,37,0.0,1011,30,10,244,13,california
2016-09-22,20,13,0.0,11.6,5,50,11:44 PM,01:06 PM,06:40 AM,06:48 PM,-6,16,17,16,40,1,22,0.0,1011,20,10,276,29,california
2016-09-23,23,8,0.0,11.6,5,43,No moonrise,02:03 PM,06:41 AM,06:46 PM,-2,15,16,15,17,4,33,0.0,1016,23,10,264,10,california
2016-09-24,29,12,0.0,11.6,6,35,12:40 AM,02:55 PM,06:42 AM,06:45 PM,-3,20,20,20,12,1,22,0.0,1017,29,10,189,7,california
2016-09-25,31,16,0.0,11.6,7,28,01:38 AM,03:43 PM,06:42 AM,06:43 PM,-3,22,22,23,19,0,18,0.0,1018,31,10,102,13,california
2016-09-26,31,17,0.0,11.6,7,20,02:37 AM,04:24 PM,06:43 AM,06:42 PM,-4,23,23,24,15,1,16,0.0,1016,31,10,116,10,california
2016-09-27,31,18,0.0,11.6,7,13,03:36 AM,05:03 PM,06:44 AM,06:40 PM,-1,24,24,25,18,13,19,0.0,1013,31,10,214,11,california
2016-09-28,28,19,0.0,11.6,6,5,04:33 AM,05:38 PM,06:45 AM,06:39 PM,5,23,23,23,13,21,33,0.0,1014,28,10,152,9,california
2016-09-29,30,16,0.0,11.6,7,0,05:30 AM,06:11 PM,06:46 AM,06:38 PM,5,23,23,23,17,6,33,0.0,1017,30,10,232,10,california
2016-09-30,30,18,0.0,11.6,7,0,06:25 AM,06:43 PM,06:46 AM,06:36 PM,3,23,23,24,27,4,27,0.0,1015,30,10,265,17,california
2016-10-01,27,16,0.0,11.6,6,0,07:20 AM,07:15 PM,06:47 AM,06:35 PM,0,20,20,21,31,0,28,0.0,1014,27,10,266,19,california
2016-10-02,23,12,0.0,11.6,5,2,08:14 AM,07:48 PM,06:48 AM,06:33 PM,-3,16,17,16,33,1,27,0.0,1013,23,10,267,22,california
2016-10-03,20,8,0.0,11.6,5,9,09:08 AM,08:22 PM,06:49 AM,06:32 PM,-1,12,13,12,31,9,40,0.0,1014,20,10,278,23,california
2016-10-04,23,8,0.0,11.6,5,17,10:02 AM,08:58 PM,06:49 AM,06:31 PM,-3,14,15,14,26,0,32,0.0,1012,23,10,285,17,california
2016-10-05,22,9,0.0,11.6,5,24,10:55 AM,09:38 PM,06:50 AM,06:29 PM,-0,13,15,13,28,0,39,0.0,1013,22,10,285,18,california
2016-10-06,23,9,0.0,11.6,5,31,11:47 AM,10:20 PM,06:51 AM,06:28 PM,-6,16,16,16,18,0,24,0.0,1015,23,10,162,11,california
2016-10-07,26,12,0.0,10.2,5,38,12:37 PM,11:08 PM,06:52 AM,06:26 PM,-9,19,19,19,19,30,15,0.0,1015,26,10,41,12,california
2016-10-08,27,14,0.0,11.6,5,46,01:26 PM,11:59 PM,06:53 AM,06:25 PM,-7,20,20,20,13,46,15,0.0,1014,27,10,103,8,california
2016-10-09,29,14,0.0,11.6,6,53,02:13 PM,No moonset,06:53 AM,06:24 PM,-4,21,21,22,15,7,19,0.0,1015,29,10,243,9,california
2016-10-10,29,16,0.0,11.6,6,60,02:57 PM,12:54 AM,06:54 AM,06:22 PM,-1,21,21,22,29,16,23,0.0,1014,29,10,242,18,california
2016-10-11,27,16,0.0,11.6,6,67,03:40 PM,01:53 AM,06:55 AM,06:21 PM,-0,20,20,20,30,6,27,0.1,1015,27,10,252,19,california
2016-10-12,26,13,0.0,11.6,6,75,04:20 PM,02:55 AM,06:56 AM,06:20 PM,-0,19,18,19,23,1,30,0.0,1016,26,10,264,14,california
2016-10-13,28,12,0.0,10.2,5,82,05:00 PM,04:00 AM,06:57 AM,06:18 PM,-1,19,19,19,20,26,29,0.0,1015,28,10,271,11,california
2016-10-14,29,15,0.0,11.6,6,89,05:41 PM,05:07 AM,06:58 AM,06:17 PM,-1,20,20,21,31,31,26,0.0,1014,29,10,264,19,california
2016-10-15,25,14,0.0,11.6,6,97,06:21 PM,06:16 AM,06:59 AM,06:16 PM,8,19,19,19,31,8,51,0.0,1013,25,10,257,22,california
2016-10-16,23,13,0.0,11.6,5,100,07:05 PM,07:27 AM,06:59 AM,06:15 PM,9,17,18,17,35,9,60,0.0,1013,23,10,241,25,california
2016-10-17,21,13,0.0,11.1,5,89,07:51 PM,08:37 AM,07:00 AM,06:13 PM,6,15,16,15,33,14,57,0.0,1012,21,10,265,24,california
2016-10-18,21,9,0.0,11.1,5,82,08:41 PM,09:47 AM,07:01 AM,06:12 PM,3,14,15,14,21,6,48,0.0,1015,21,10,289,13,california
2016-10-19,23,10,0.0,11.1,5,74,09:35 PM,10:54 AM,07:02 AM,06:11 PM,-3,17,17,17,18,0,30,0.0,1019,23,10,118,11,california
2016-10-20,25,12,0.0,11.1,6,67,10:32 PM,11:56 AM,07:03 AM,06:10 PM,-10,18,18,18,17,0,14,0.0,1018,25,10,46,10,california
2016-10-21,27,13,0.0,11.1,6,60,11:32 PM,12:52 PM,07:04 AM,06:09 PM,-9,19,19,20,17,0,14,0.0,1013,27,10,167,9,california
2016-10-22,28,13,0.0,11.0,6,53,No moonrise,01:42 PM,07:05 AM,06:07 PM,-5,19,19,20,20,16,20,0.0,1012,28,10,245,12,california
2016-10-23,25,13,0.0,10.1,5,45,12:31 AM,02:25 PM,07:06 AM,06:06 PM,-2,18,18,18,13,29,28,1.1,1015,25,10,219,9,california
2016-10-24,22,12,0.0,11.0,5,38,01:30 AM,03:05 PM,07:06 AM,06:05 PM,9,17,17,17,12,14,63,0.9,1017,22,10,190,8,california
2016-10-25,24,12,0.0,11.0,5,31,02:28 AM,03:40 PM,07:07 AM,06:04 PM,4,17,17,17,15,3,45,0.0,1018,24,10,255,9,california
2016-10-26,25,13,0.0,11.0,6,23,03:25 AM,04:13 PM,07:08 AM,06:03 PM,4,19,19,19,10,5,38,0.0,1017,25,10,132,6,california
2016-10-27,26,15,0.0,10.9,6,16,04:20 AM,04:45 PM,07:09 AM,06:02 PM,5,20,20,20,11,31,40,0.0,1014,26,10,258,6,california
2016-10-28,22,15,0.0,10.9,4,9,05:15 AM,05:17 PM,07:10 AM,06:01 PM,9,18,18,18,25,17,57,0.4,1013,22,10,236,17,california
2016-10-29,23,11,0.0,10.9,5,2,06:09 AM,05:49 PM,07:11 AM,06:00 PM,7,17,18,17,17,20,53,0.0,1015,23,10,233,11,california
2016-10-30,18,13,0.0,8.7,4,0,07:03 AM,06:22 PM,07:12 AM,05:59 PM,9,15,16,15,29,27,63,1.0,1015,18,10,235,21,california
2016-10-31,18,8,0.0,8.7,4,0,07:56 AM,06:58 PM,07:13 AM,05:58 PM,2,11,13,11,26,0,53,0.0,1016,18,10,266,17,california
2016-11-01,18,8,0.0,8.7,4,6,08:50 AM,07:36 PM,07:14 AM,05:57 PM,3,11,12,11,29,5,54,0.0,1016,18,10,280,19,california
2016-11-02,20,8,0.0,8.7,5,13,09:42 AM,08:17 PM,07:15 AM,05:56 PM,-4,13,13,13,10,0,34,0.0,1020,20,10,146,7,california
2016-11-03,23,10,0.0,8.7,5,21,10:33 AM,09:03 PM,07:16 AM,05:55 PM,-5,16,16,16,13,1,24,0.0,1020,23,10,88,8,california
2016-11-04,24,12,0.0,8.7,5,28,11:23 AM,09:52 PM,07:17 AM,05:54 PM,-2,18,18,18,14,22,28,0.0,1019,24,10,235,8,california
2016-11-05,24,13,0.0,8.7,6,36,12:09 PM,10:44 PM,07:18 AM,05:53 PM,-1,18,18,18,20,14,29,0.0,1017,24,10,247,11,california
2016-11-06,24,12,0.0,7.1,4,43,12:53 PM,11:41 PM,07:19 AM,05:52 PM,-1,17,17,17,26,23,31,0.0,1017,24,10,272,15,california
2016-11-07,23,12,0.0,8.7,5,51,01:35 PM,No moonset,07:20 AM,05:52 PM,1,17,17,17,15,7,36,0.0,1020,23,10,153,9,california
2016-11-08,25,15,0.0,8.7,6,58,02:15 PM,12:39 AM,07:21 AM,05:51 PM,1,19,19,19,23,3,30,0.0,1020,25,10,78,13,california
2016-11-09,26,16,0.0,8.7,6,66,02:54 PM,01:41 AM,07:22 AM,05:50 PM,3,20,20,20,23,0,33,0.0,1019,26,10,39,14,california
2016-11-10,24,15,0.0,8.7,6,74,03:32 PM,02:45 AM,07:23 AM,05:49 PM,2,19,19,19,16,12,34,0.0,1018,24,10,77,9,california
2016-11-11,22,13,0.0,8.7,5,81,04:11 PM,03:52 AM,07:24 AM,05:49 PM,-1,17,17,17,14,6,32,0.0,1019,22,10,139,8,california
2016-11-12,21,12,0.0,5.5,4,89,04:53 PM,05:00 AM,07:25 AM,05:48 PM,-1,17,17,17,8,32,30,0.0,1019,21,10,163,4,california
2016-11-13,22,11,0.0,8.7,5,96,05:37 PM,06:10 AM,07:26 AM,05:47 PM,-1,16,16,16,9,0,33,0.0,1021,22,10,151,5,california
2016-11-14,23,10,0.0,8.7,5,100,06:25 PM,07:22 AM,07:27 AM,05:47 PM,-3,16,16,16,8,0,27,0.0,1020,23,10,166,4,california
2016-11-15,26,11,0.0,7.1,4,89,07:19 PM,08:32 AM,07:28 AM,05:46 PM,-10,17,17,17,17,25,17,0.0,1016,26,10,261,9,california
2016-11-16,16,6,0.0,7.1,3,81,08:16 PM,09:39 AM,07:29 AM,05:45 PM,0,9,11,9,35,14,48,0.0,1012,16,10,272,23,california
2016-11-17,11,2,0.0,8.7,3,74,09:18 PM,10:40 AM,07:30 AM,05:45 PM,-8,5,7,5,16,4,36,0.0,1018,11,10,114,10,california
2016-11-18,14,5,0.0,8.7,4,66,10:19 PM,11:35 AM,07:31 AM,05:44 PM,-13,7,9,7,22,3,21,0.0,1020,14,10,43,13,california
2016-11-19,15,4,0.0,8.7,4,58,11:21 PM,12:23 PM,07:31 AM,05:44 PM,-14,9,9,9,10,1,18,0.0,1018,15,10,111,6,california
2016-11-20,16,6,0.0,8.7,3,51,No moonrise,01:05 PM,07:32 AM,05:43 PM,-3,11,11,11,11,20,41,0.8,1014,16,9,253,8,california
2016-11-21,14,8,0.0,8.7,4,43,12:21 AM,01:43 PM,07:33 AM,05:43 PM,3,8,10,8,29,28,65,5.3,1014,14,10,276,21,california
2016-11-22,14,4,0.0,8.7,4,36,01:19 AM,02:16 PM,07:34 AM,05:42 PM,-0,9,9,9,11,8,52,0.0,1020,14,10,212,6,california
2016-11-23,16,5,0.0,7.1,3,28,02:15 AM,02:49 PM,07:35 AM,05:42 PM,-1,8,10,8,26,14,50,0.0,1021,16,10,280,17,california
2016-11-24,14,4,0.0,8.7,4,21,03:10 AM,03:20 PM,07:36 AM,05:42 PM,-7,8,9,8,15,1,33,0.0,1024,14,10,85,9,california
2016-11-25,16,5,0.0,8.7,4,13,04:04 AM,03:52 PM,07:37 AM,05:41 PM,-11,9,10,9,16,7,24,0.0,1019,16,10,37,9,california
2016-11-26,13,4,0.0,7.1,2,6,04:58 AM,04:24 PM,07:38 AM,05:41 PM,-5,6,8,6,23,17,42,0.5,1014,13,10,196,16,california
2016-11-27,9,4,0.0,7.1,2,0,05:51 AM,04:58 PM,07:39 AM,05:41 PM,0,2,6,2,35,36,67,2.5,1015,9,9,259,24,california
2016-11-28,12,3,0.0,8.7,3,0,06:45 AM,05:36 PM,07:40 AM,05:41 PM,0,4,7,4,28,11,64,0.0,1014,12,10,273,20,california
2016-11-29,9,2,0.0,8.7,3,0,07:38 AM,06:16 PM,07:41 AM,05:40 PM,-5,5,6,5,9,3,51,0.0,1018,9,10,157,6,california
